id	object_type	command
FRD_m	rxn	reaction:fum_m + fadh2_m + h_m --> succ_m + fad_m
FRD_m	rxn	gpr:YJR051W
FRD_m	rxn	subsystem:Citric acid cycle
FRD_m	rxn	lower_bound:0
FRD_m	rxn	upper_bound:1000
FRD_m	rxn	notes:notes-found to be active for anaerobic recovery of FADH2
FRD_m	rxn	notes:pmid-30451826,17345583
FRDfmn_c	rxn	lower_bound:0
FRDfmn_c	rxn	upper_bound:0
YJR051W	gene	name:OSM1
s_4137	met	id:3omal_e
3omal_e	met	compartment:e
s_4136	met	id:3omal_c
3omal_c	met	compartment:c
r_4422	rxn	id:3OMALtps_c_e
3OMALtps_c_e	rxn	subsystem:Transport
r_4410	rxn	id:3OMALGL_c
3OMALGL_c	rxn	gpr:UNKNOWN
r_4497	rxn	id:EX_3omal_e
EX_3omal_e	rxn	subsystem:Exchange
r_4235	rxn	remove
s_4133	met	id:acac_e
acac_e	met	compartment:e
s_4132	met	id:acac_c
acac_c	met	compartment:c
r_4493	rxn	id:ACACt_c_e
ACACt_c_e	rxn	subsystem:Transport
r_4396	rxn	id:ACACL_c
r_4494	rxn	id:EX_meoh_e
EX_meoh_e	rxn	subsystem:Exchange
r_4442	rxn	id:EX_r_4442
EX_r_4442	rxn	subsystem:Exchange
r_4496	rxn	id:EX_r_4496
EX_r_4496	rxn	subsystem:Exchange
r_4498	rxn	id:EX_r_4498
EX_r_4498	rxn	subsystem:Exchange
r_4499	rxn	id:EX_r_4499
EX_r_4499	rxn	subsystem:Exchange
r_4500	rxn	id:EX_r_4500
EX_r_4500	rxn	subsystem:Exchange
r_4501	rxn	id:EX_r_4501
EX_r_4501	rxn	subsystem:Exchange
r_4502	rxn	id:EX_g6p_e
EX_g6p_e	rxn	subsystem:Exchange
r_4503	rxn	id:EX_r_4503
EX_r_4503	rxn	subsystem:Exchange
r_4504	rxn	id:EX_g1p_e
EX_g1p_e	rxn	subsystem:Exchange
r_4505	rxn	id:EX_r_4505
EX_r_4505	rxn	subsystem:Exchange
r_4506	rxn	id:EX_gam_e
EX_gam_e	rxn	subsystem:Exchange
r_4507	rxn	id:EX_dha_e
EX_dha_e	rxn	subsystem:Exchange
r_4508	rxn	id:EX_r_4508
EX_r_4508	rxn	subsystem:Exchange
r_4509	rxn	id:EX_r_4509
EX_r_4509	rxn	subsystem:Exchange
r_4510	rxn	id:EX_r_4510
EX_r_4510	rxn	subsystem:Exchange
r_4511	rxn	id:EX_r_4511
EX_r_4511	rxn	subsystem:Exchange
r_4512	rxn	id:EX_r_4512
EX_r_4512	rxn	subsystem:Exchange
r_4513	rxn	id:EX_r_4513
EX_r_4513	rxn	subsystem:Exchange
r_4514	rxn	id:EX_r_4514
EX_r_4514	rxn	subsystem:Exchange
r_4515	rxn	id:EX_r_4515
EX_r_4515	rxn	subsystem:Exchange
r_4516	rxn	id:EX_r_4516
EX_r_4516	rxn	subsystem:Exchange
r_4517	rxn	id:EX_r_4517
EX_r_4517	rxn	subsystem:Exchange
r_4518	rxn	id:EX_r_4518
EX_r_4518	rxn	subsystem:Exchange
r_4519	rxn	id:EX_citr__L_e
EX_citr__L_e	rxn	subsystem:Exchange
r_4520	rxn	id:EX_r_4520
EX_r_4520	rxn	subsystem:Exchange
r_4521	rxn	id:EX_r_4521
EX_r_4521	rxn	subsystem:Exchange
r_4522	rxn	id:EX_glyc1p_e
EX_glyc1p_e	rxn	subsystem:Exchange
r_4523	rxn	id:EX_r_4523
EX_r_4523	rxn	subsystem:Exchange
r_4524	rxn	id:EX_gmp_e
EX_gmp_e	rxn	subsystem:Exchange
r_4525	rxn	id:EX_r_4525
EX_r_4525	rxn	subsystem:Exchange
r_4526	rxn	id:EX_r_4526
EX_r_4526	rxn	subsystem:Exchange
r_4527	rxn	id:EX_ppi_e
EX_ppi_e	rxn	subsystem:Exchange
r_4528	rxn	id:EX_r_4528
EX_r_4528	rxn	subsystem:Exchange
r_4529	rxn	id:EX_pep_e
EX_pep_e	rxn	subsystem:Exchange
r_4530	rxn	id:EX_r_4530
EX_r_4530	rxn	subsystem:Exchange
r_4531	rxn	id:EX_r_4531
EX_r_4531	rxn	subsystem:Exchange
r_4532	rxn	id:EX_r_4532
EX_r_4532	rxn	subsystem:Exchange
r_4533	rxn	id:EX_r_4533
EX_r_4533	rxn	subsystem:Exchange
r_4534	rxn	id:EX_r_4534
EX_r_4534	rxn	subsystem:Exchange
r_4535	rxn	id:EX_glyc2p_e
EX_glyc2p_e	rxn	subsystem:Exchange
r_4536	rxn	id:EX_r_4536
EX_r_4536	rxn	subsystem:Exchange
r_4537	rxn	id:EX_r_4537
EX_r_4537	rxn	subsystem:Exchange
r_4538	rxn	id:EX_r_4538
EX_r_4538	rxn	subsystem:Exchange
r_4539	rxn	id:EX_man6p_e
EX_man6p_e	rxn	subsystem:Exchange
r_4540	rxn	id:EX_r_4540
EX_r_4540	rxn	subsystem:Exchange
r_4541	rxn	id:EX_r_4541
EX_r_4541	rxn	subsystem:Exchange
r_4542	rxn	id:EX_r_4542
EX_r_4542	rxn	subsystem:Exchange
r_4543	rxn	id:EX_r_4543
EX_r_4543	rxn	subsystem:Exchange
r_4544	rxn	id:EX_r_4544
EX_r_4544	rxn	subsystem:Exchange
r_4545	rxn	id:EX_r_4545
EX_r_4545	rxn	subsystem:Exchange
r_4546	rxn	id:EX_r_4546
EX_r_4546	rxn	subsystem:Exchange
r_4547	rxn	id:EX_man1p_e
EX_man1p_e	rxn	subsystem:Exchange
r_4548	rxn	id:EX_amp_e
EX_amp_e	rxn	subsystem:Exchange
r_4549	rxn	id:EX_r_4549
EX_r_4549	rxn	subsystem:Exchange
r_4550	rxn	id:EX_r_4550
EX_r_4550	rxn	subsystem:Exchange
r_4551	rxn	id:EX_r_4551
EX_r_4551	rxn	subsystem:Exchange
r_4552	rxn	id:EX_r_4552
EX_r_4552	rxn	subsystem:Exchange
r_4553	rxn	id:EX_r_4553
EX_r_4553	rxn	subsystem:Exchange
r_4554	rxn	id:EX_r_4554
EX_r_4554	rxn	subsystem:Exchange
r_4555	rxn	id:EX_r_4555
EX_r_4555	rxn	subsystem:Exchange
r_4556	rxn	id:EX_r_4556
EX_r_4556	rxn	subsystem:Exchange
r_4557	rxn	id:EX_ump_e
EX_ump_e	rxn	subsystem:Exchange
r_4558	rxn	id:EX_cmp_e
EX_cmp_e	rxn	subsystem:Exchange
r_4559	rxn	id:EX_r_4559
EX_r_4559	rxn	subsystem:Exchange
r_4560	rxn	id:EX_r_4560
EX_r_4560	rxn	subsystem:Exchange
r_4561	rxn	id:EX_r_4561
EX_r_4561	rxn	subsystem:Exchange
r_4562	rxn	id:EX_r_4562
EX_r_4562	rxn	subsystem:Exchange
r_4563	rxn	id:EX_r_4563
EX_r_4563	rxn	subsystem:Exchange
r_4564	rxn	id:EX_r_4564
EX_r_4564	rxn	subsystem:Exchange
r_4565	rxn	id:EX_r_4565
EX_r_4565	rxn	subsystem:Exchange
r_4593	rxn	id:EX_cl_e
EX_cl_e	rxn	subsystem:Exchange
r_4226	rxn	id:ALATA_L_c
ALATA_L_c	rxn	lower_bound:0
ALATA_L_c	rxn	upper_bound:0
ALATA_L_c	rxn	notes:notes-catalytically inactive based on SGD
s_4177	met	id:hgentis_c
s_4178	met	id:4mlacac_c
s_4179	met	id:4fumacac_c
s_4184	met	id:3opro_c
ATPS_m	rxn	reaction:3.0 adp_m + 10.0 h_c + 3.0 pi_m --> 3.0 atp_m + 3.0 h2o_m + 7.0 h_m
ATPS_m	rxn	notes:notes-based on enzyme structure
FECOOR_m	rxn	reaction:2.0 focytC_m + 4.0 h_m + 0.5 o2_m --> 2.0 ficytC_m + h2o_m + 2.0 h_c
FECR_m	rxn	id:FECRq6_m
FECRq6_m	rxn	reaction:2.0 ficytC_m + 2.0 h_m + q6h2_m --> 2.0 focytC_m + 4.0 h_c + q6_m
ATPASE_c	rxn	id:ATPASEP2e_c
ATPASEP2e_c	rxn	reaction:atp_c + h2o_c --> adp_c + h_e + pi_c
ATPASEV_g	rxn	id:ATPASEVg_c
ATPASEV_v	rxn	id:ATPASEVv_c
Ht_c	rxn	id:Ht_c_e
AKGDH_m	rxn	create
AKGDH_m	rxn	name:2-oxoglutarate dehydrogenase
AKGDH_m	rxn	reaction:akg_m + coa_m + nad_m --> co2_m + nadh_m + succoa_m
AKGDH_m	rxn	gpr:YDR148C and YFL018C and YIL125W
AKGDH_m	rxn	subsystem:Citric acid cycle
AKGDH_m	rxn	lower_bound:0
AKGDH_m	rxn	upper_bound:1000
AKGDa_m	rxn	lower_bound:0
AKGDa_m	rxn	upper_bound:0
AKGDb_m	rxn	lower_bound:0
AKGDb_m	rxn	upper_bound:0
ETFOXRq6_m	rxn	create
ETFOXRq6_m	rxn	name:electron transfer flavoprotein-ubiquinone oxidoreductase
ETFOXRq6_m	rxn	reaction:fadh2_m + q6_m --> fad_m + h_m + q6h2_m
ETFOXRq6_m	rxn	gpr:YGR207C and YOR356W and YPR004C
ETFOXRq6_m	rxn	subsystem:Oxidative phosphorylation
ETFOXRq6_m	rxn	lower_bound:0
ETFOXRq6_m	rxn	upper_bound:1000
YGR207C	gene	name:CIR1
YOR356W	gene	name:CIR2
YPR004C	gene	name:AIM45
CITt3_m	rxn	id:CITPEPt_c_m
CITt4_m	rxn	id:CITICITt_c_m
3OACE140_rm	rxn	remove
3OACR140_rm	rxn	remove
3HACD140_rm	rxn	remove
ECOAR140_rm	rxn	remove
3OACE160_rm	rxn	remove
3OACR160_rm	rxn	remove
3HACD160_rm	rxn	remove
ECOAR160_rm	rxn	remove
3OACE180_rm	rxn	remove
3OACR180_rm	rxn	remove
3HACD180_rm	rxn	remove
ECOAR180_rm	rxn	remove
PHETA2_c	rxn	remove
PHETA1_c	rxn	gpr:YGL202W or YHR137W
TYRTA2_c	rxn	remove
TYRTA_c	rxn	gpr:YGL202W or YHR137W
FADt_c_m	rxn	create
FADt_c_m	rxn	name:FAD transport
FADt_c_m	rxn	reaction:fad_c <=> fad_m
FADt_c_m	rxn	gpr:YIL134W
FADt_c_m	rxn	subsystem:Transport
FADt_c_m	rxn	lower_bound:-1000
FADt_c_m	rxn	upper_bound:1000
#CYSTGL_c	rxn	create
#CYSTGL_c	rxn	name:cystathionine g-lyase
#CYSTGL_c	rxn	reaction:cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c
#CYSTGL_c	rxn	gpr:YAL012W
#CYSTGL_c	rxn	subsystem:Cysteine and methionine metabolism
#CYSTGL_c	rxn	lower_bound:0
#CYSTGL_c	rxn	upper_bound:1000
#CYSTGL_c	rxn	annotation:kegg.reaction-R00897
#CYSTGL_c	rxn	annotation:ec-2.5.1.47
#CYSTGL_c	rxn	annotation:sbo-SBO:0000176
#YAL012W	gene	name:CYS3
# Fix 02/11/2021
GLUt_c_m	rxn	gpr:YPR021C or YBR104W
YBR104W	gene	name:YMC2
GLYt_c_m	rxn	gpr:YDL119C or YPR058W
YPR058W	gene	name:YMC1
YDL119C	gene	name:HEM25
# Fix 02/15/2021
ERGSTESTt_c_rm	rxn	remove
r_4051	rxn	remove
r_4052	rxn	remove
r_4053	rxn	remove
r_4054	rxn	remove
r_4055	rxn	remove
r_4056	rxn	remove
r_4057	rxn	remove
r_4058	rxn	remove
r_4059	rxn	remove
r_4060	rxn	remove
r_4061	rxn	remove
ergstest_gen_rm	met	remove
ergstest_gen_c	met	remove
CTPS1_c	rxn	remove
# ID curation
r_4152	rxn	id:CYCCL_m
#Cytochrome c apocytochrome-c-lyase
#cycc_m <=> apocytc_m + pheme_m
r_4153	rxn	id:ACTNOR_c
#(R)-Acetoin:NAD+ oxidoreductase
#actn__R_c + nad_c <=> diact_c + h_c + nadh_c
r_4154	rxn	id:ACTNOR_n
#Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112)
#atp_m + gln__L_m + h2o_m + s_3754 --> adp_m + glntrna_m + glu__L_m + 2.0 h_m + pi_m
s_3754	met	id:glutrnagln_m
r_4156	rxn	id:GLUTRNAGLN_m
#Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)
#h2o_v + s_3757 <=> ala__L_v + met__L_v
s_3757	met	id:metala_v
r_4157	rxn	id:METALAP_v
#ADP-ribose 1''-phosphate phosphatase (EC 3.1.3.84) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase)
#adpr1p_c + h2o_c <=> adprib_c + pi_c
r_4158	rxn	id:ADPRIB1P_c
#NADPH2:quinone oxidoreductase
#h_c + nadph_c + 2.0 s_3762 <=> nadp_c + 2.0 s_3763
s_3762	met	id:q_c
s_3763	met	id:14bsq_c
r_4159	rxn	id:NADPHQOR_c
r_4216	rxn	id:FMNH_c
r_4185	rxn	id:OAADC_c
r_4212	rxn	remove
PYDX5PS_c	rxn	create
PYDX5PS_c	rxn	name:pyridoxal 5'-phosphate synthase (glutamine hydrolysing)
PYDX5PS_c	rxn	reaction:g3p_c + gln__L_c + r5p_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c
PYDX5PS_c	rxn	gpr:(YMR096W or YNL333W or YFL059W) and YMR095C
PYDX5PS_c	rxn	lower_bound:0
PYDX5PS_c	rxn	upper_bound:1000
PYDX5PS_c	rxn	subsystem:Vitamin B6 metabolism
PYDX5PS_c	rxn	annotation:kegg.reaction-R10089
PYDX5PS_c	rxn	annotation:ec-4.3.3.6
PYDX5PS_c	rxn	annotation:sbo-SBO:0000176
YMR096W	gene	name:SNZ1
YNL333W	gene	name:SNZ2
YFL059W	gene	name:SNZ3
YMR095C	gene	name:SNO1
DDPA_m	rxn	remove
# 02/16/2021
r_4161	rxn	id:ARGt_c_v
#arg__L_v <=> arg__L_c
r_4162	rxn	id:HISt_c_v
#his__L_v <=> his__L_c
r_4163	rxn	id:LYSt_c_v
#lys__L_v <=> lys__L_c
r_4171	rxn	id:GTHH_c
GTHH_c	rxn	name:Glutathione hydrolase
#gthrd_c + h2o_c --> cgly_c + glu__L_c
r_4188	rxn	id:GTHCT_c
s_3810	met	id:5opro_c
#gthrd_c --> cgly_c + s_3810
r_4205	rxn	id:5OPROAH_c
#atp_c + 2.0 h2o_c + s_3810 --> adp_c + glu__L_c + h_c + pi_c
r_4214	rxn	id:CYSGLYP_c
CYSGLYP_c	rxn	lower_bound:0
#cgly_c + h2o_c <=> cys__L_c + gly_c
r_4232	rxn	id:GLCNK_c
#atp_c + glcn_c --> 6pgc_c + adp_c + h_c
r_4266	rxn	id:DNTPPY1_c
#datp_c + h2o_c --> damp_c + h_c + ppi_c
r_4267	rxn	id:DNTPPY2_c
#dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c
r_4268	rxn	id:DNTPPY3_c
#dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
r_4280	rxn	id:APOOCT_m
s_3944	met	id:apop_m
s_3945	met	id:apopoct_m
#ocACP_m + s_3944 <=> ACP_m + s_3945
r_4281	rxn	id:APOLIPT_m
s_3946	met	id:lipACP_m
s_3947	met	id:apoplip_m
#s_3944 + s_3946 <=> ACP_m + s_3947
r_4292	rxn	id:4ABTORy_c
#4abutn_c + h2o_c + nadp_c <=> 4abut_c + 2.0 h_c + nadph_c
r_4293	rxn	id:4ABTORx_c
#4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
r_4323	rxn	id:r_4323_m
s_4004	met	id:sdonor_m
r_4323_m	rxn	lower_bound:0
#2.0 amet_m + s_3945 + 2.0 s_4004 <=> 2.0 dad_5_m + 2.0 met__L_m + s_3947
r_4324	rxn	id:r_4324_m
r_4324_m	rxn	lower_bound:0
#2.0 amet_m + ocACP_m + 2.0 s_4004 <=> 2.0 dad_5_m + 2.0 met__L_m + s_3946
r_4330	rxn	id:PYDXR_c
#nadp_c + pydxn_c <=> h_c + nadph_c + pydx_c
r_4335	rxn	id:ENPP_c
#datp_c + h2o_c --> dadp_c + h_c + pi_c
r_4566	rxn	remove
#6pgc_c + adp_c + h_c --> atp_c + glcn_c
r_4567	rxn	remove
#6pgc_c --> glcn_c + pi_c
r_4570	rxn	id:2HGOR_c
s_4182	met	id:2hgl_c
#nad_c + s_4182 <=> akg_c + h_c + nadh_c
r_4571	rxn	remove
#s_4182 <=> glx_c + 3.0 h_c + s_4183
r_4572	rxn	remove
#akg_c + ala_B_c <=> 3opro_c + glu__L_c
r_4573	rxn	remove
#3opro_c + coa_c + nad_c --> accoa_c + co2_c + nadh_c
r_4574	rxn	remove
#3opro_c + coa_c + nadp_c --> accoa_c + co2_c + nadph_c
r_4575	rxn	remove
#3opro_c + h_c --> acald_c + co2_c
r_4581	rxn	remove
#nad_c + s_4189 --> 2obut_c + co2_c + nadh_c
r_4582	rxn	remove
#glx_c + h2o_c + s_4183 --> coa_c + h_c + s_4189
r_4583	rxn	remove
#h2o_c + s_4190 --> coa_c + h_c + s_4191
r_4584	rxn	remove
#atp_c + coa_c + s_4191 --> amp_c + ppi_c + s_4190
r_4607	rxn	id:PIt_c_g
#pi_c <=> pi_g
r_4608	rxn	id:PPCOAt_c_m
s_4183	met	id:ppcoa_c
PPCOAt_c_m	rxn	reaction:ppcoa_c --> ppcoa_m
#atp_c + h2o_c + s_4183 --> adp_m + h_m + pi_m + ppcoa_m
r_4609	rxn	id:UDPt_c_g
#udp_c <=> udp_g
r_4610	rxn	id:UDPt_c_n
#udp_c <=> udp_n
r_4611	rxn	id:UMPt_c_g
#ump_c <=> ump_g
PYDXNtps	rxn	id:PYDXNtps_e
BTNtps	rxn	id:BTNtps_e
PTRCt	rxn	id:PTRCt_c_e
SPMDt	rxn	id:SPMDt_c_e
MMETtps	rxn	id:MMETtps_e
PRENT13_rm	rxn	copy:PRENT13_l
PRENT13_rm	rxn	gpr:YBR002C
PRENT13_l	rxn	gpr:YMR101C
PRENT11_rm	rxn	copy:PRENT11_l
PRENT11_rm	rxn	gpr:YBR002C
PRENT11_l	rxn	gpr:YMR101C
PRENT20_rm	rxn	copy:PRENT20_l
PRENT20_rm	rxn	gpr:YBR002C
PRENT20_l	rxn	gpr:YMR101C
PRENT16_rm	rxn	copy:PRENT16_l
PRENT16_rm	rxn	gpr:YBR002C
PRENT16_l	rxn	gpr:YMR101C
PRENT8_rm	rxn	copy:PRENT8_l
PRENT8_rm	rxn	gpr:YBR002C
PRENT8_l	rxn	gpr:YMR101C
PRENT19_rm	rxn	copy:PRENT19_l
PRENT19_rm	rxn	gpr:YBR002C
PRENT19_l	rxn	gpr:YMR101C
PRENT14_rm	rxn	copy:PRENT14_l
PRENT14_rm	rxn	gpr:YBR002C
PRENT14_l	rxn	gpr:YMR101C
PRENT7_rm	rxn	copy:PRENT7_l
PRENT7_rm	rxn	gpr:YBR002C
PRENT7_l	rxn	gpr:YMR101C
PRENT12_rm	rxn	copy:PRENT12_l
PRENT12_rm	rxn	gpr:YBR002C
PRENT12_l	rxn	gpr:YMR101C
PRENT21_rm	rxn	copy:PRENT21_l
PRENT21_rm	rxn	gpr:YBR002C
PRENT21_l	rxn	gpr:YMR101C
GGTT_rm	rxn	copy:GGTT_l
GGTT_rm	rxn	gpr:YBR002C
GGTT_l	rxn	gpr:YMR101C
PRENT6_rm	rxn	copy:PRENT6_l
PRENT6_rm	rxn	gpr:YBR002C
PRENT6_l	rxn	gpr:YMR101C
PRENT10_rm	rxn	copy:PRENT10_l
PRENT10_rm	rxn	gpr:YBR002C
PRENT10_l	rxn	gpr:YMR101C
PRENT18_rm	rxn	copy:PRENT18_l
PRENT18_rm	rxn	gpr:YBR002C
PRENT18_l	rxn	gpr:YMR101C
FRTT_rm	rxn	copy:FRTT_l
FRTT_rm	rxn	gpr:YBR002C
FRTT_l	rxn	gpr:YMR101C
PRENT17_rm	rxn	copy:PRENT17_l
PRENT17_rm	rxn	gpr:YBR002C
PRENT17_l	rxn	gpr:YMR101C
PRENT9_rm	rxn	copy:PRENT9_l
PRENT9_rm	rxn	gpr:YBR002C
PRENT9_l	rxn	gpr:YMR101C
PPTT_rm	rxn	copy:PPTT_l
PPTT_rm	rxn	gpr:YBR002C
PPTT_l	rxn	gpr:YMR101C
PRENT15_rm	rxn	copy:PRENT15_l
PRENT15_rm	rxn	gpr:YBR002C
PRENT15_l	rxn	gpr:YMR101C
CDPDAGS_mm	rxn	remove
FACOAL220_rm	rxn	remove
FACOAL240_rm	rxn	remove
FACOAL260_rm	rxn	remove
THRD_L_m	rxn	gpr:YCL064C
SERD_L_m	rxn	copy:SERD_L_c
SERD_L_m	rxn	gpr:YCL064C
13GS_c	rxn	gpr:YGR032W or YLR342W
YGR032W	gene	name:GSC2
YLR342W	gene	name:FKS1
4MOPDC_c	rxn	lower_bound:0
4MOPDC_c	rxn	upper_bound:0
4MOPDC_c	rxn	notes:notes-no catalytic activity pmid 22904058
