id	object_type	command
3OACR260_rm	rxn	subsystem:Fatty acid elongation
3OAR40_m	rxn	subsystem:Fatty acid biosynthesis
3OAR60_m	rxn	subsystem:Fatty acid biosynthesis
3OAR80_m	rxn	subsystem:Fatty acid biosynthesis
3OAS60_m	rxn	subsystem:Fatty acid biosynthesis
3OAS80_m	rxn	subsystem:Fatty acid biosynthesis
4ABTORx_c	rxn	subsystem:Unassigned
4ABTORy_c	rxn	subsystem:Unassigned
4ABUTNt_c_m	rxn	subsystem:Transport
4ABUTt_c_m	rxn	subsystem:Transport
4ABUTtps_e	rxn	subsystem:Transport
4ABZt_c_e	rxn	subsystem:Transport
4ABZt_c_m	rxn	subsystem:Transport
4DPMIPPH_c	rxn	subsystem:Unassigned
4H2OGLTt_c_m	rxn	subsystem:Transport
4H2OGLTt_c_x	rxn	subsystem:Transport
4HBZF_m	rxn	subsystem:Unassigned
4HBZt_c_m	rxn	subsystem:Transport
4HGLSD_m	rxn	subsystem:Alanine, aspartate and glutamate metabolism
4HTHRS_c	rxn	subsystem:Glycine, serine and threonine metabolism
5AOPt_c_m	rxn	subsystem:Transport
5AOPtps_e	rxn	subsystem:Transport
5DPMIPPH_c	rxn	subsystem:Unassigned
5FTHFt_c_e	rxn	subsystem:Transport
5OPROAH_c	rxn	subsystem:Unassigned
6DPMIPPH_c	rxn	subsystem:Unassigned
8AONNtps_e	rxn	subsystem:Transport
AACTOOR_c	rxn	subsystem:Methylglyoxal metabolism
AASADy_c	rxn	subsystem:Lysine metabolism
AATA_c	rxn	subsystem:Lysine metabolism
ABTA_c	rxn	subsystem:Alanine, aspartate and glutamate metabolism
ABTt_c_e	rxn	subsystem:Transport
ABUTD_m	rxn	subsystem:Arginine and proline metabolism
ACACT100i_x	rxn	subsystem:Fatty acid degradation
ACACT120i_x	rxn	subsystem:Fatty acid degradation
ACACT121ai_x	rxn	subsystem:Fatty acid degradation
ACACT140i_x	rxn	subsystem:Fatty acid degradation
ACACT141ai_x	rxn	subsystem:Fatty acid degradation
ACACT141bi_x	rxn	subsystem:Fatty acid degradation
ACACT160i_x	rxn	subsystem:Fatty acid degradation
ACACT161ai_x	rxn	subsystem:Fatty acid degradation
ACACT161bi_x	rxn	subsystem:Fatty acid degradation
ACACT180i_x	rxn	subsystem:Fatty acid degradation
ACACT181ai_x	rxn	subsystem:Fatty acid degradation
ACACT200i_x	rxn	subsystem:Fatty acid degradation
ACACT220i_x	rxn	subsystem:Fatty acid degradation
ACACT240i_x	rxn	subsystem:Fatty acid degradation
ACACT260i_x	rxn	subsystem:Fatty acid degradation
ACACT40i_x	rxn	subsystem:Fatty acid degradation
ACACT40ir_c	rxn	subsystem:Terpenoid backbone biosynthesis
ACACT40ir_m	rxn	subsystem:Fatty acid degradation
ACACT60i_x	rxn	subsystem:Fatty acid degradation
ACACT80i_x	rxn	subsystem:Fatty acid degradation
ACALDCD_c	rxn	subsystem:Unassigned
ACALDt_c_e	rxn	subsystem:Transport
ACALDt_c_m	rxn	subsystem:Transport
ACCOAC_c	rxn	subsystem:Fatty acid biosynthesis
ACCOAC_m	rxn	subsystem:Fatty acid biosynthesis
ACCOAt_c_n	rxn	subsystem:Transport
ACGAM6PS_c	rxn	subsystem:Amino sugar and nucleotide sugar metabolism
ACGAMPM_c	rxn	subsystem:Amino sugar and nucleotide sugar metabolism
ACGK_m	rxn	subsystem:Arginine and proline metabolism
ACGS_m	rxn	subsystem:Arginine and proline metabolism
ACHBS_m	rxn	subsystem:Valine, leucine and isoleucine metabolism
ACHLE1_c	rxn	subsystem:Unassigned
ACHLE2_c	rxn	subsystem:Unassigned
ACHLE3_c	rxn	subsystem:Unassigned
ACLS_m	rxn	subsystem:Valine, leucine and isoleucine metabolism
ACOADS160_rm	rxn	subsystem:Biosynthesis of unsaturated fatty acids
ACOADS180_rm	rxn	subsystem:Biosynthesis of unsaturated fatty acids
ACOAHi_m	rxn	subsystem:Pyruvate metabolism
ACOAO100_x	rxn	subsystem:Fatty acid degradation
ACOAO120_x	rxn	subsystem:Fatty acid degradation
ACOAO121a_x	rxn	subsystem:Fatty acid degradation
ACOAO140_x	rxn	subsystem:Fatty acid degradation
ACOAO141a_x	rxn	subsystem:Fatty acid degradation
ACOAO141b_x	rxn	subsystem:Fatty acid degradation
ACOAO160_x	rxn	subsystem:Fatty acid degradation
ACOAO161a_x	rxn	subsystem:Fatty acid degradation
ACOAO161b_x	rxn	subsystem:Fatty acid degradation
ACOAO180_x	rxn	subsystem:Fatty acid degradation
ACOAO181a_x	rxn	subsystem:Fatty acid degradation
ACOAO200_x	rxn	subsystem:Fatty acid degradation
ACOAO220_x	rxn	subsystem:Fatty acid degradation
ACOAO240_x	rxn	subsystem:Fatty acid degradation
ACOAO260_x	rxn	subsystem:Fatty acid degradation
ACOAO40_x	rxn	subsystem:Fatty acid degradation
ACOAO60_x	rxn	subsystem:Fatty acid degradation
ACOAO80_x	rxn	subsystem:Fatty acid degradation
ACOATA_m	rxn	subsystem:Fatty acid biosynthesis
ACONIs_c	rxn	subsystem:C5-Branched dibasic acid metabolism
ACONIs_m	rxn	subsystem:C5-Branched dibasic acid metabolism
ACONMT_c	rxn	subsystem:Unassigned
ACONT2_m	rxn	subsystem:Citric acid cycle
ACONTa_c	rxn	subsystem:Citric acid cycle
ACONTa_m	rxn	subsystem:Citric acid cycle
ACONTb_c	rxn	subsystem:Citric acid cycle
ACONTb_m	rxn	subsystem:Citric acid cycle
ACOTAi_m	rxn	subsystem:Arginine and proline metabolism
ACP1_e	rxn	subsystem:Riboflavin metabolism
ACRNt_c_m	rxn	subsystem:Transport
ACRNt_c_x	rxn	subsystem:Transport
ACS_c	rxn	subsystem:Acetyl-CoA synthesis
ACTNOR_c	rxn	subsystem:Unassigned
ACTNOR_n	rxn	subsystem:Unassigned
ACt_c_e	rxn	subsystem:Transport
ACt_c_n	rxn	subsystem:Transport
ADA_c	rxn	subsystem:Purine metabolism
ADCL_c	rxn	subsystem:Folate metabolism
ADCS_c	rxn	subsystem:Folate metabolism
ADD_c	rxn	subsystem:Purine metabolism
ADEt_c_m	rxn	subsystem:Transport
ADEtps_e	rxn	subsystem:Transport
ADK1_c	rxn	subsystem:Purine metabolism
ADK1_m	rxn	subsystem:Purine metabolism
ADK3_m	rxn	subsystem:Purine metabolism
ADMDC_c	rxn	subsystem:Cysteine and methionine metabolism
ADNCYC_c	rxn	subsystem:Purine metabolism
ADNK1_c	rxn	subsystem:Purine metabolism
ADNtps_e	rxn	subsystem:Transport
ADPATPt_c_m	rxn	subsystem:Transport
ADPATPt_c_x	rxn	subsystem:Transport
ADPRIB1P_c	rxn	subsystem:Unassigned
ADPT_c	rxn	subsystem:Purine metabolism
ADPt_c_en	rxn	subsystem:Transport
ADPt_c_gm	rxn	subsystem:Transport
ADPt_c_n	rxn	subsystem:Transport
ADPt_c_r	rxn	subsystem:Transport
ADPt_c_vm	rxn	subsystem:Transport
ADSK_c	rxn	subsystem:Purine metabolism
ADSL1r_c	rxn	subsystem:Purine metabolism
ADSL2i_c	rxn	subsystem:Purine metabolism
ADSS_c	rxn	subsystem:Purine metabolism
AFAT_c	rxn	subsystem:Riboflavin metabolism
AGNPR_l	rxn	subsystem:Glycerophospholipid biosynthesis
AGNPR_rm	rxn	subsystem:Glycerophospholipid biosynthesis
AGPAT_l	rxn	subsystem:Glycerophospholipid biosynthesis
AGPAT_rm	rxn	subsystem:Glycerophospholipid biosynthesis
AGPRi_m	rxn	subsystem:Arginine and proline metabolism
AGTi_c	rxn	subsystem:Glycine, serine and threonine metabolism
AHCYSt_c_m	rxn	subsystem:Transport
AHCYSt_c_rm	rxn	subsystem:Transport
AHCi_c	rxn	subsystem:Cysteine and methionine metabolism
AHMMPS4_c	rxn	subsystem:Unassigned
AHSERL2_c	rxn	subsystem:Cysteine and methionine metabolism
AHSERL_c	rxn	subsystem:Cysteine and methionine metabolism
AICART_c	rxn	subsystem:Purine metabolism
AIRC1_c	rxn	subsystem:Purine metabolism
AKGCITta_m	rxn	subsystem:Transport
AKGDH_m	rxn	subsystem:Citric acid cycle
AKGMALt_c_e	rxn	subsystem:Transport
AKGMALta_m	rxn	subsystem:Transport
AKGt_c_e	rxn	subsystem:Transport
AKGt_c_n	rxn	subsystem:Transport
AKGt_c_x	rxn	subsystem:Transport
AKP1_c	rxn	subsystem:Folate metabolism
ALAS_m	rxn	subsystem:Glycine, serine and threonine metabolism
ALATA_L_m	rxn	subsystem:Alanine, aspartate and glutamate metabolism
ALATRS_c	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ALAt_c_m	rxn	subsystem:Transport
ALAtps_e	rxn	subsystem:Transport
ALCD19y_c	rxn	subsystem:Pentose and glucuronate interconversions
ALCD22xi_c	rxn	subsystem:Unassigned
ALCD22xi_m	rxn	subsystem:Unassigned
ALCD22yi_c	rxn	subsystem:Unassigned
ALCD23xi_c	rxn	subsystem:Unassigned
ALCD23xi_m	rxn	subsystem:Unassigned
ALCD23yi_c	rxn	subsystem:Unassigned
ALCD24xi_c	rxn	subsystem:Unassigned
ALCD24xi_m	rxn	subsystem:Unassigned
ALCD24yi_c	rxn	subsystem:Unassigned
ALCD25xi_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
ALCD25xi_m	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
ALCD25yi_c	rxn	subsystem:Unassigned
ALCD26xi_c	rxn	subsystem:Tryptophan metabolism
ALCD26xi_m	rxn	subsystem:Tryptophan metabolism
ALCD2i1_c	rxn	subsystem:Pyruvate metabolism
ALCD2i2_c	rxn	subsystem:Pyruvate metabolism
ALCD2i2_m	rxn	subsystem:Pyruvate metabolism
ALDD19xi_c	rxn	subsystem:Unassigned
ALDD20x_m	rxn	subsystem:Tryptophan metabolism
ALDD20y_c	rxn	subsystem:Unassigned
ALDD20y_m	rxn	subsystem:Unassigned
ALDD22x_c	rxn	subsystem:beta-Alanine metabolism
ALDD2x_c	rxn	subsystem:Pyruvate metabolism
ALDD2x_m	rxn	subsystem:Pyruvate metabolism
ALDD2y_c	rxn	subsystem:Pyruvate metabolism
ALDD2y_m	rxn	subsystem:Pyruvate metabolism
ALG14RXN_r	rxn	subsystem:Unassigned
ALLTN_c	rxn	subsystem:Purine metabolism
ALLTNt_c_e	rxn	subsystem:Transport
ALLTTt_c_e	rxn	subsystem:Transport
ALPHNH_c	rxn	subsystem:Arginine and proline metabolism
AMAOTr_c	rxn	subsystem:Biotin metabolism
AMETt_c_m	rxn	subsystem:Transport
AMETt_c_rm	rxn	subsystem:Transport
AMETtps_e	rxn	subsystem:Transport
AMID_c	rxn	subsystem:Arginine and proline metabolism
AMPATPt_c_x	rxn	subsystem:Transport
AMPDA_c	rxn	subsystem:Purine metabolism
AMPt_c_l	rxn	subsystem:Transport
AMPt_c_n	rxn	subsystem:Transport
AMPt_c_rm	rxn	subsystem:Transport
ANNAT_c	rxn	subsystem:Nicotinate and nicotinamide metabolism
ANNAT_n	rxn	subsystem:Nicotinate and nicotinamide metabolism
ANPRT_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
ANS_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
AOBUTDs_c	rxn	subsystem:Glycine, serine and threonine metabolism
AOXS_c	rxn	subsystem:Biotin metabolism
AP4AH_c	rxn	subsystem:Purine metabolism
APOLIPT_m	rxn	subsystem:Unassigned
APOOCT_m	rxn	subsystem:Unassigned
ARAB14LO_c	rxn	subsystem:Unassigned
ARAB1D2_c	rxn	subsystem:Unassigned
ARAB1Dx_c	rxn	subsystem:Unassigned
ARABDt_c	rxn	subsystem:Transport
ARABLt_c	rxn	subsystem:Transport
ARABR_c	rxn	subsystem:Pentose and glucuronate interconversions
ARGN_c	rxn	subsystem:Arginine and proline metabolism
ARGSL_c	rxn	subsystem:Arginine and proline metabolism
ARGSS_c	rxn	subsystem:Arginine and proline metabolism
ARGTRS_c	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ARGTRS_m	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ARGt_c_v	rxn	subsystem:Transport
ARGtpa_v	rxn	subsystem:Transport
ARGtps_e	rxn	subsystem:Transport
ARGtps_m	rxn	subsystem:Transport
ARMT_c	rxn	subsystem:Histidine metabolism
ASAD_c	rxn	subsystem:Glycine, serine and threonine metabolism
ASNN_c	rxn	subsystem:Alanine, aspartate and glutamate metabolism
ASNN_e	rxn	subsystem:Alanine, aspartate and glutamate metabolism
ASNS1_c	rxn	subsystem:Alanine, aspartate and glutamate metabolism
ASNTRS_c	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ASNTRS_m	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ASNt_c_m	rxn	subsystem:Transport
ASNtpa_v	rxn	subsystem:Transport
ASNtps_e	rxn	subsystem:Transport
ASNtps_v	rxn	subsystem:Transport
ASPCT_c	rxn	subsystem:Pyrimidine metabolism
ASPGLUt_c_m	rxn	subsystem:Transport
ASPGLUt_c_x	rxn	subsystem:Transport
ASPK_c	rxn	subsystem:Glycine, serine and threonine metabolism
ASPTA_c	rxn	subsystem:Oxidative phosphorylation
ASPTA_x	rxn	subsystem:Arginine and proline metabolism
ASPTAi_m	rxn	subsystem:Oxidative phosphorylation
ASPTRS_c	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ASPTRS_m	rxn	subsystem:Aminoacyl-tRNA biosynthesis
ASPtps_e	rxn	subsystem:Transport
ASPtps_v	rxn	subsystem:Transport
ATAH_c	rxn	subsystem:Purine metabolism
ATHRDHr_c	rxn	subsystem:Glycine, serine and threonine metabolism
ATPASEP2e_c	rxn	subsystem:Oxidative phosphorylation
ATPASEVg_c	rxn	subsystem:Unassigned
ATPASEVv_c	rxn	subsystem:Unassigned
ATPATF1_c	rxn	subsystem:Purine metabolism
ATPATF2_c	rxn	subsystem:Purine metabolism
ATPATF3_c	rxn	subsystem:Purine metabolism
ATPHs_c	rxn	subsystem:Purine metabolism
ATPM_c	rxn	subsystem:Unassigned
ATPPRT_c	rxn	subsystem:Histidine metabolism
ATPS_m	rxn	subsystem:Oxidative phosphorylation
ATPt_c_en	rxn	subsystem:Transport
ATPt_c_gm	rxn	subsystem:Transport
ATPt_c_l	rxn	subsystem:Transport
ATPt_c_n	rxn	subsystem:Transport
ATPt_c_r	rxn	subsystem:Transport
ATPt_c_rm	rxn	subsystem:Transport
ATPt_c_vm	rxn	subsystem:Transport
BIOMASS_SC_hvd	rxn	subsystem:Pseudoreaction
BPNT_c	rxn	subsystem:Sulfur metabolism
BTDDH_c	rxn	subsystem:Butanoate metabolism
BTDt_c_e	rxn	subsystem:Transport
BTNtps_e	rxn	subsystem:Transport
BTS1_c	rxn	subsystem:Biotin metabolism
BUTt_c_e	rxn	subsystem:Transport
BUTt_c_x	rxn	subsystem:Transport
C14STR_c	rxn	subsystem:Ergosterol biosynthesis
C22STDSy_c	rxn	subsystem:Ergosterol biosynthesis
C24STR_r	rxn	subsystem:Ergosterol biosynthesis
C3STDH1_c	rxn	subsystem:Ergosterol biosynthesis
C3STDH2_c	rxn	subsystem:Ergosterol biosynthesis
C3STKR1_c	rxn	subsystem:Ergosterol biosynthesis
C3STKR2_c	rxn	subsystem:Ergosterol biosynthesis
C4STMO1_c	rxn	subsystem:Ergosterol biosynthesis
C4STMO2_c	rxn	subsystem:Ergosterol biosynthesis
C4STMO3_c	rxn	subsystem:Ergosterol biosynthesis
C4STMO4_c	rxn	subsystem:Ergosterol biosynthesis
C5STDS_c	rxn	subsystem:Ergosterol biosynthesis
C8STI_c	rxn	subsystem:Ergosterol biosynthesis
CA2tps_c_e	rxn	subsystem:Transport
CAT_c	rxn	subsystem:Fatty acid degradation
CAT_x	rxn	subsystem:Fatty acid degradation
CBL_c	rxn	subsystem:Cysteine and methionine metabolism
CBPS_c	rxn	subsystem:Pyrimidine metabolism
CDPCHOLt_c_rm	rxn	subsystem:Transport
CDPDAGS_rm	rxn	subsystem:Glycerophospholipid biosynthesis
CDPEAt_c_rm	rxn	subsystem:Transport
CDPt_c_n	rxn	subsystem:Transport
CDPt_c_rm	rxn	subsystem:Transport
CER2B24_g_r	rxn	subsystem:Unassigned
CER2B26_g_r	rxn	subsystem:Unassigned
CERH124A_r	rxn	subsystem:Sphingolipid biosynthesis
CERH124B_r	rxn	subsystem:Sphingolipid biosynthesis
CERH126A_r	rxn	subsystem:Sphingolipid biosynthesis
CERH126B_r	rxn	subsystem:Sphingolipid biosynthesis
CERH2A24_r	rxn	subsystem:Sphingolipid biosynthesis
CERH2A26_r	rxn	subsystem:Sphingolipid biosynthesis
CERH324_r	rxn	subsystem:Sphingolipid biosynthesis
CERH326_r	rxn	subsystem:Sphingolipid biosynthesis
CERS124_r	rxn	subsystem:Sphingolipid biosynthesis
CERS126_r	rxn	subsystem:Sphingolipid biosynthesis
CERS2A24_r	rxn	subsystem:Sphingolipid biosynthesis
CERS2A26_r	rxn	subsystem:Sphingolipid biosynthesis
CERSFA2A24_r	rxn	subsystem:Sphingolipid biosynthesis
CERt_g_r	rxn	subsystem:Transport
CHLPCTD_c	rxn	subsystem:Phosphonate and phosphinate metabolism
CHLSTI_c	rxn	subsystem:Unassigned
CHOLK_c	rxn	subsystem:Glycerophospholipid metabolism
CHOLPT_rm	rxn	subsystem:Glycerophospholipid biosynthesis
CHOLt_c_e	rxn	subsystem:Transport
CHOLt_c_en	rxn	subsystem:Transport
CHOLtps_e	rxn	subsystem:Transport
CHORM_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
CHORS_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
CHRPL_c	rxn	subsystem:Ubiquinone biosynthesis
CHTNDA_c	rxn	subsystem:Amino sugar and nucleotide sugar metabolism
CHTNS_c	rxn	subsystem:Amino sugar and nucleotide sugar metabolism
CITICITt_c_m	rxn	subsystem:Transport
CITICTta_x	rxn	subsystem:Transport
CITMALta_m	rxn	subsystem:Transport
CITMALta_x	rxn	subsystem:Transport
CITPEPt_c_m	rxn	subsystem:Transport
CITt_c_e	rxn	subsystem:Transport
CLPNS_mm	rxn	subsystem:Glycerophospholipid biosynthesis
CMPN_c	rxn	subsystem:Pyrimidine metabolism
CMPt_c_rm	rxn	subsystem:Transport
CMPt_m_mm	rxn	subsystem:Transport
CO2t_c_e	rxn	subsystem:Transport
CO2t_c_gm	rxn	subsystem:Transport
CO2t_c_m	rxn	subsystem:Transport
CO2t_c_mm	rxn	subsystem:Transport
CO2t_c_n	rxn	subsystem:Transport
CO2t_c_r	rxn	subsystem:Transport
CO2t_c_rm	rxn	subsystem:Transport
CO2t_c_vm	rxn	subsystem:Transport
CO2t_c_x	rxn	subsystem:Transport
COAHL_m	rxn	subsystem:Unassigned
COAt_c_l	rxn	subsystem:Transport
COAt_c_m	rxn	subsystem:Transport
COAt_c_mm	rxn	subsystem:Transport
COAt_c_n	rxn	subsystem:Transport
COAt_c_r	rxn	subsystem:Transport
COAt_c_rm	rxn	subsystem:Transport
COAt_c_x	rxn	subsystem:Transport
CPPPGO_c	rxn	subsystem:Heme metabolism
CRNACRNt_c_m	rxn	subsystem:Transport
CRNCARt_c_x	rxn	subsystem:Transport
CRNOAT_c	rxn	subsystem:Fatty acid degradation
CRNOAT_m	rxn	subsystem:Fatty acid degradation
CRNOAT_x	rxn	subsystem:Fatty acid degradation
CRNt_c_m	rxn	subsystem:Transport
CRNt_c_x	rxn	subsystem:Transport
CRNt_e	rxn	subsystem:Transport
CSND_c	rxn	subsystem:Pyrimidine metabolism
CSNtps_e	rxn	subsystem:Transport
CS_m	rxn	subsystem:Citric acid cycle
CS_x	rxn	subsystem:Citric acid cycle
CTPCMPt_c_m	rxn	subsystem:Transport
CTPS2_c	rxn	subsystem:Pyrimidine metabolism
CTPt2_m	rxn	subsystem:Transport
CTPt_c_rm	rxn	subsystem:Transport
CTPt_m_mm	rxn	subsystem:Transport
CUtps_c_e	rxn	subsystem:Transport
CYCCL_m	rxn	subsystem:Unassigned
CYSGLYP_c	rxn	subsystem:Unassigned
CYSItps_v	rxn	subsystem:Transport
CYSS_c	rxn	subsystem:Cysteine and methionine metabolism
CYSTGL_c	rxn	subsystem:Glycine, serine and threonine metabolism
CYSTRS_c	rxn	subsystem:Aminoacyl-tRNA biosynthesis
CYSTS_c	rxn	subsystem:Glycine, serine and threonine metabolism
CYStps_e	rxn	subsystem:Transport
CYTDK2_c	rxn	subsystem:Pyrimidine metabolism
CYTD_c	rxn	subsystem:Pyrimidine metabolism
CYTDtps_e	rxn	subsystem:Transport
CYTK1_c	rxn	subsystem:Pyrimidine metabolism
CYTK2_c	rxn	subsystem:Pyrimidine metabolism
DADA_c	rxn	subsystem:Purine metabolism
DADK_c	rxn	subsystem:Purine metabolism
DADPt_c_n	rxn	subsystem:Transport
DADt_c_e	rxn	subsystem:Transport
DAGK_rm	rxn	subsystem:Glycerophospholipid metabolism
DAGL_l	rxn	subsystem:Triacylglycerol degradation
DAGL_m	rxn	subsystem:Triacylglycerol degradation
DAGt_c_l	rxn	subsystem:Transport
DAGt_c_mm	rxn	subsystem:Transport
DAGt_c_n	rxn	subsystem:Transport
DAGt_c_rm	rxn	subsystem:Transport
DAGt_gm_rm	rxn	subsystem:Transport
DANNt_c_e	rxn	subsystem:Transport
DB4PS_c	rxn	subsystem:Riboflavin metabolism
DBTS_c	rxn	subsystem:Biotin metabolism
DCAt_c_e	rxn	subsystem:Transport
DCAt_c_x	rxn	subsystem:Transport
DCDPt_c_n	rxn	subsystem:Transport
DCMPDA_c	rxn	subsystem:Pyrimidine metabolism
DCTPD_c	rxn	subsystem:Pyrimidine metabolism
DCYTD_c	rxn	subsystem:Pyrimidine metabolism
DCYTt_c_e	rxn	subsystem:Transport
DDCACOAt_c_l	rxn	subsystem:Transport
DDCACOAt_c_rm	rxn	subsystem:Transport
DDCAt_c_e	rxn	subsystem:Transport
DDCAt_c_rm	rxn	subsystem:Transport
DDCAt_c_x	rxn	subsystem:Transport
DDCAt_l_rm	rxn	subsystem:Transport
DDPA_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
DGAT_l	rxn	subsystem:Triacylglycerol biosynthesis
DGAT_rm	rxn	subsystem:Triacylglycerol biosynthesis
DGDPt_c_n	rxn	subsystem:Transport
DGK1_c	rxn	subsystem:Purine metabolism
DGPP_gm	rxn	subsystem:Glycerophospholipid metabolism
DGPP_vm	rxn	subsystem:Glycerophospholipid metabolism
DGSNt_c_e	rxn	subsystem:Transport
DHAD1_m	rxn	subsystem:Valine, leucine and isoleucine metabolism
DHAD2_m	rxn	subsystem:Valine, leucine and isoleucine metabolism
DHAK_c	rxn	subsystem:Glycerolipid metabolism
DHAPAT_l	rxn	subsystem:Glycerophospholipid biosynthesis
DHAPAT_rm	rxn	subsystem:Glycerophospholipid biosynthesis
DHAPt_c_l	rxn	subsystem:Transport
DHAPt_c_m	rxn	subsystem:Transport
DHAPt_c_rm	rxn	subsystem:Transport
DHCRD124_r	rxn	subsystem:Sphingolipid biosynthesis
DHCRD126_r	rxn	subsystem:Sphingolipid biosynthesis
DHCRD2A24_r	rxn	subsystem:Sphingolipid biosynthesis
DHCRD2A26_r	rxn	subsystem:Sphingolipid biosynthesis
DHFRi_c	rxn	subsystem:Folate metabolism
DHFRi_m	rxn	subsystem:Folate metabolism
DHFS_1_c	rxn	subsystem:Folate metabolism
DHFt_c_m	rxn	subsystem:Transport
DHNPA2i_m	rxn	subsystem:Folate metabolism
DHNPTt_c_m	rxn	subsystem:Transport
DHORDfum_c	rxn	subsystem:Pyrimidine metabolism
DHORTS_c	rxn	subsystem:Pyrimidine metabolism
DHPPDA2_c	rxn	subsystem:Riboflavin metabolism
DHPTS_m	rxn	subsystem:Folate metabolism
DHPTt_c_m	rxn	subsystem:Transport
DHQS_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
DHQTi_c	rxn	subsystem:Phenylalanine, tyrosine and tryptophan metabolism
DINt_c_e	rxn	subsystem:Transport
DIPS_c	rxn	subsystem:Unassigned
DKMPPD_c	rxn	subsystem:Cysteine and methionine metabolism
DMATT_c	rxn	subsystem:Terpenoid backbone biosynthesis
DNADt_c_n	rxn	subsystem:Transport
DNMPPA_c	rxn	subsystem:Folate metabolism
DNTPPA_c	rxn	subsystem:Folate metabolism
DNTPPY1_c	rxn	subsystem:Unassigned
DNTPPY2_c	rxn	subsystem:Unassigned
DNTPPY3_c	rxn	subsystem:Unassigned
DOCOSCOAt_c_en	rxn	subsystem:Transport
DOCOSCOAt_c_l	rxn	subsystem:Transport
DOCOSCOAt_c_rm	rxn	subsystem:Transport
DOLK_c	rxn	subsystem:N-Glycan biosynthesis
DOLPMMT_r	rxn	subsystem:O-Glycan biosynthesis
DOLPMT_c	rxn	subsystem:N-Glycan biosynthesis
